customerID,Sum of tenure,PaymentMethod,Sum of MonthlyCharges
3016-KSVCP,29,Mailed check,33.75
3018-TFTSU,12,Bank transfer (automatic),81.7
3021-VLNRJ,50,Credit card (automatic),70.8
3022-BEXHZ,67,Bank transfer (automatic),111.2
3023-GFLBR,33,Credit card (automatic),86.15
3026-ATZYV,37,Bank transfer (automatic),75.1
3027-YNWZU,64,Credit card (automatic),25
3027-ZTDHO,1,Electronic check,89.9
3030-YDNRM,8,Electronic check,74.85
3030-YZADT,9,Mailed check,44.95
3030-ZKIWL,1,Mailed check,20.05
3034-ZBEQN,48,Mailed check,34.7
3038-PQIUY,38,Bank transfer (automatic),66.15
3039-MJSLN,3,Bank transfer (automatic),20.2
3043-SUDUA,32,Bank transfer (automatic),19.9
3043-TYBNO,3,Mailed check,60.65
3045-XETSH,10,Electronic check,94.85
3049-NDXFL,1,Mailed check,85.8
3049-SOLAY,3,Electronic check,95.2
3050-GBUSH,3,Credit card (automatic),34.8
3050-RLLXC,56,Credit card (automatic),81.25
3055-MJDSB,9,Mailed check,24.6
3055-OYMSE,53,Credit card (automatic),73.8
3055-VTCGS,63,Credit card (automatic),58.55
3057-VJJQE,35,Mailed check,55.25
3058-HJCUY,41,Electronic check,102.6
3058-WQDRE,13,Bank transfer (automatic),25.15
3059-NGMXB,14,Mailed check,69.2
3061-BCKYI,14,Mailed check,19.9
3062-ICYZQ,51,Electronic check,93.8
3063-QFSZL,1,Electronic check,55.4
3066-RRJIO,1,Mailed check,69.95
3067-SVMTC,68,Bank transfer (automatic),55.9
3068-OMWZA,1,Electronic check,88.8
3069-SSVSN,1,Mailed check,25.85
3070-BDOQC,60,Electronic check,99.65
3070-DVEYC,7,Mailed check,73.75
3070-FNFZQ,23,Bank transfer (automatic),20.4
3071-MVJCD,72,Bank transfer (automatic),82.3
3071-VBYPO,3,Electronic check,89.85
3074-GQWYX,5,Bank transfer (automatic),75.9
3077-RSNTJ,6,Mailed check,19.7
3078-ZKNTS,13,Bank transfer (automatic),19.75
3079-BCHLN,47,Bank transfer (automatic),19.9
3082-VQXNH,3,Credit card (automatic),29.8
3082-WQRVY,14,Mailed check,19.65
3082-YVEKW,23,Bank transfer (automatic),77.15
3084-DOWLE,72,Bank transfer (automatic),92
3085-QUOZK,1,Mailed check,43.95
3086-RUCRN,66,Bank transfer (automatic),103.1
3088-FVYWK,53,Credit card (automatic),25.55
3088-LHEFH,11,Bank transfer (automatic),79
3090-HAWSU,61,Credit card (automatic),111.6
3090-LETTY,2,Bank transfer (automatic),60.95
3090-QFUVD,1,Credit card (automatic),20.3
3091-FYHKI,1,Electronic check,35.45
3092-IGHWF,67,Electronic check,87.4
3094-JOJAI,18,Mailed check,74.15
3096-GKWEB,18,Electronic check,94.75
3096-IZETN,12,Bank transfer (automatic),78.1
3096-JRDSO,27,Bank transfer (automatic),104.3
3096-WPXBT,61,Credit card (automatic),100.7
3096-YXENJ,65,Bank transfer (automatic),107.65
3097-FQTVJ,41,Mailed check,20
3097-IDVPU,19,Credit card (automatic),50.1
3097-NNSPB,2,Credit card (automatic),49.05
3097-NQYSN,2,Mailed check,86.85
3097-PYWXL,4,Electronic check,19.95
3099-OONVS,25,Electronic check,54.3
3104-OWCGK,60,Electronic check,90.95
3106-ULWFW,8,Credit card (automatic),85.2
3108-PCCGG,72,Credit card (automatic),84.45
3113-IWHLC,5,Mailed check,55.8
3115-CZMZD,0,Mailed check,20.25
3115-JPJDD,59,Credit card (automatic),81.25
3118-UHVVQ,68,Credit card (automatic),25.8
3120-FAZKD,54,Bank transfer (automatic),24.05
3125-RAHBV,22,Credit card (automatic),20.3
3126-WQMGH,49,Credit card (automatic),52.15
3128-YOVTD,51,Bank transfer (automatic),79.15
3129-AAQOU,19,Mailed check,25.6
3130-ICDUP,2,Credit card (automatic),80.55
3131-NWVFJ,14,Mailed check,19.55
3132-TVFDZ,57,Electronic check,44.85
3133-PZNSR,72,Credit card (automatic),97.75
3134-DSHVC,63,Credit card (automatic),98
3137-LUPIX,4,Mailed check,64.4
3137-NYQQI,17,Mailed check,64.8
3138-BKYAV,6,Electronic check,85.35
3143-ILDAL,56,Electronic check,94.45
3143-JQEGI,13,Electronic check,88.35
3144-AUDBS,6,Electronic check,49.15
3144-KMTWZ,71,Bank transfer (automatic),93.25
3146-JTQHR,10,Bank transfer (automatic),19.6
3146-MSEGF,72,Credit card (automatic),88.05
3148-AOIQT,69,Credit card (automatic),24.95
3148-BLQJT,1,Mailed check,20.1
3154-CFSZG,47,Electronic check,90.05
3154-HMWUU,60,Bank transfer (automatic),20.5
3156-QLHBO,2,Mailed check,19.25
3158-MOERK,2,Electronic check,96
3160-TYXLT,53,Bank transfer (automatic),46.3
3161-GETRM,34,Credit card (automatic),90.05
3161-ONRWK,60,Bank transfer (automatic),65.85
3162-KKZXO,55,Electronic check,100.15
3162-ZJZFU,53,Electronic check,92.55
3164-AALRN,5,Mailed check,70
3164-YAXFY,57,Electronic check,53.75
3165-HDOEW,1,Mailed check,45.85
3166-PNEOF,61,Credit card (automatic),86.45
3167-SNQPL,38,Electronic check,101.15
3170-GWYKC,60,Bank transfer (automatic),104.95
3170-NMYVV,50,Bank transfer (automatic),20.15
3173-NVMPX,9,Mailed check,55.3
3173-WSSUE,71,Credit card (automatic),19.7
3174-AKMAS,46,Credit card (automatic),64.2
3174-RKMOW,35,Electronic check,109.95
3177-LASXD,1,Electronic check,71.35
3178-CIFOT,23,Credit card (automatic),19.65
3178-FESZO,1,Credit card (automatic),100.25
3179-GBRWV,21,Bank transfer (automatic),64.95
3181-MIZBN,16,Electronic check,19.75
3181-VTHOE,70,Bank transfer (automatic),51.05
3186-AJIEK,66,Bank transfer (automatic),105.65
3186-BAXNB,1,Electronic check,91.7
3190-FZATL,14,Mailed check,19.95
3190-ITQXP,46,Bank transfer (automatic),20.25
3190-XFANI,49,Bank transfer (automatic),100.6
3191-CSNMG,3,Electronic check,80.7
3192-LNKRK,34,Mailed check,84.05
3192-NQECA,68,Bank transfer (automatic),110
3194-ORPIK,50,Bank transfer (automatic),84.4
3195-TQDZX,3,Electronic check,20.25
3196-NVXLZ,25,Mailed check,84.6
3197-ARFOY,19,Mailed check,105
3197-NNYNB,65,Credit card (automatic),105.1
3198-VELRD,3,Bank transfer (automatic),84.75
3199-NPKCN,67,Electronic check,111.25
3199-XGZCY,8,Electronic check,75.25
3200-MNQTF,67,Credit card (automatic),70.9
3205-MXZRA,26,Credit card (automatic),59.45
3207-OYBWH,57,Bank transfer (automatic),95.25
3208-YPIOE,39,Electronic check,75.25
3209-ZPKFI,47,Electronic check,54.25
3211-AAPKX,20,Mailed check,98.55
3211-ILJTT,17,Bank transfer (automatic),70.4
3212-KXOCR,52,Bank transfer (automatic),21
3213-VVOLG,0,Mailed check,25.35
3214-IYUUQ,61,Bank transfer (automatic),93.7
3217-FZDMN,8,Credit card (automatic),94.45
3219-JQRSL,72,Credit card (automatic),89.1
3221-CJMSG,24,Credit card (automatic),51.1
3223-DWFIO,4,Electronic check,69.35
3223-WZWJM,26,Electronic check,83.95
3224-DFQNQ,66,Electronic check,89
3227-WLKLI,65,Bank transfer (automatic),91.55
3229-USWAR,34,Bank transfer (automatic),79.95
3230-IUALN,45,Mailed check,81
3230-JCNZS,71,Credit card (automatic),99
3230-WYKIR,18,Credit card (automatic),82
3234-VKACU,2,Electronic check,70.3
3235-ETOOB,8,Electronic check,74.5
3237-AJGEH,3,Mailed check,31
3239-TPHPZ,12,Electronic check,20.05
3243-ZHOHY,16,Mailed check,20.1
3244-CQPHU,72,Bank transfer (automatic),110.1
3244-DCJWY,1,Electronic check,70.25
3247-MHJKM,1,Mailed check,20.2
3247-ZVOUO,10,Electronic check,85.55
3249-VHRIP,62,Credit card (automatic),43.6
3249-ZPQRG,4,Electronic check,78.45
3251-YMVWZ,53,Bank transfer (automatic),24.05
3253-HKOKL,52,Electronic check,100.3
3254-YRILK,19,Electronic check,88.2
3255-GRXMG,18,Credit card (automatic),45.65
3256-EZDBI,51,Credit card (automatic),29.45
3258-SANFR,6,Credit card (automatic),44.7
3258-SYSWS,72,Bank transfer (automatic),113.8
3258-ZKPAI,72,Bank transfer (automatic),116.6
3259-FDWOY,71,Bank transfer (automatic),106
3259-KNMRR,57,Bank transfer (automatic),79.75
3259-QMXUN,58,Electronic check,86.1
3261-CQXOL,71,Bank transfer (automatic),25.45
3262-EIDHV,72,Credit card (automatic),84.7
3266-FTKHB,17,Mailed check,19.15
3269-ATYWD,39,Bank transfer (automatic),95.65
3272-VUHPV,8,Bank transfer (automatic),56.3
3274-NSDWE,68,Credit card (automatic),19.6
3275-RHRNE,28,Credit card (automatic),60
3276-HDUEG,1,Mailed check,75.05
3278-FSIXX,2,Mailed check,45.25
3279-DYZQM,71,Mailed check,19.45
3280-MRDOF,30,Credit card (automatic),69.1
3280-NMUVX,34,Credit card (automatic),19.6
3282-ZISZV,32,Credit card (automatic),83.7
3283-WCWXT,6,Mailed check,25.4
3284-SVCRO,45,Mailed check,25.5
3285-UCQVC,37,Credit card (automatic),28.6
3292-PBZEJ,11,Electronic check,111.4
3295-YVUSR,2,Mailed check,72.6
3296-SILRA,1,Mailed check,76.4
3298-QEICA,23,Mailed check,34.6
3301-LSLWQ,29,Electronic check,66.1
3301-VKTGC,68,Bank transfer (automatic),85.5
3307-TLCUD,17,Mailed check,34.4
3308-DGHKL,69,Bank transfer (automatic),19.3
3308-JSGML,59,Credit card (automatic),64.05
3308-MHOOC,1,Mailed check,19.2
3312-UUMZW,32,Credit card (automatic),98.85
3312-ZWLGF,29,Electronic check,79.3
3313-QKNKB,59,Electronic check,85.55
3315-IKYZQ,28,Mailed check,50.8
3315-TOTBP,15,Mailed check,76
3316-UWXUY,50,Credit card (automatic),93.5
3317-HRTNN,5,Electronic check,45.7
3317-VLGQT,14,Electronic check,78.1
3318-ISQFQ,20,Bank transfer (automatic),19.5
3318-NMQXL,3,Electronic check,92
3318-OSATS,35,Electronic check,95.45
3319-DWOEP,6,Electronic check,95.75
3320-VEOYC,14,Electronic check,95.6
3323-CPBWR,23,Credit card (automatic),96.9
3324-OIRTO,71,Bank transfer (automatic),104.65
3325-FUYCG,28,Electronic check,106.1
3327-YBAKM,64,Mailed check,96.9
3329-WDIOK,3,Electronic check,50.6
3331-HQDTW,34,Mailed check,109.8
3334-CTHOL,1,Bank transfer (automatic),49.95
3336-JORSO,33,Electronic check,110.45
3338-CVVEH,12,Electronic check,94.55
3339-EAQNV,72,Credit card (automatic),97.25
3340-QBBFM,36,Credit card (automatic),54.1
3345-JHUEO,4,Electronic check,20.2
3345-PBBFH,8,Bank transfer (automatic),49.55
3346-BRMIS,18,Electronic check,48.35
3347-YJZZE,29,Credit card (automatic),80.1
3348-CFRNX,28,Mailed check,92.35
3349-ANQNH,59,Electronic check,99.5
3351-NGXYI,16,Electronic check,54.1
3351-NQLDI,67,Credit card (automatic),94.35
3352-ALMCK,40,Mailed check,102.65
3352-RICWQ,9,Mailed check,19.75
3354-OADJP,8,Bank transfer (automatic),54.25
3359-DSRKA,58,Mailed check,19.85
3363-DTIVD,71,Electronic check,105.55
3363-EWLGO,5,Mailed check,19.95
3365-SAIGS,17,Electronic check,83.55
3370-GQEAL,30,Electronic check,85.45
3370-HXOPH,3,Electronic check,76.1
3372-CDXFJ,13,Bank transfer (automatic),24.5
3372-KWFBM,16,Electronic check,86.6
3373-DIUUN,30,Mailed check,21.25
3373-YZZYM,1,Mailed check,19.2
3374-LXDEV,13,Electronic check,89.4
3374-PZLXD,34,Mailed check,19.7
3374-TTZTK,52,Electronic check,106.3
3376-BMGFE,4,Bank transfer (automatic),70.9
3378-AJRAO,44,Electronic check,24.85
3384-CTMSF,47,Electronic check,104.1
3387-PLKUI,13,Mailed check,18.8
3387-VATUS,5,Bank transfer (automatic),94.85
3389-KTRXV,23,Mailed check,23.85
3389-YGYAI,8,Electronic check,105.5
3391-JSQEW,40,Mailed check,50.15
3392-EHMNK,67,Credit card (automatic),94.1
3393-FMZPV,25,Electronic check,100.25
3396-DKDEL,70,Credit card (automatic),115.15
3397-AVTKU,43,Electronic check,60
3398-FSHON,12,Electronic check,91.3
3398-GCPMU,72,Credit card (automatic),89.55
3398-ZOUAA,21,Electronic check,69.1
3399-BMLVW,51,Credit card (automatic),60.5
3400-ESFUW,55,Bank transfer (automatic),57.55
3401-URHDA,51,Credit card (automatic),59.9
3402-XRIUO,22,Mailed check,63.55
3404-JNXAX,51,Electronic check,80.75
3407-JMJQQ,71,Bank transfer (automatic),109
3407-QGWLG,3,Mailed check,20.05
3410-MHHUM,44,Electronic check,94.4
3410-YOQBQ,31,Mailed check,79.2
3411-WLRSQ,3,Bank transfer (automatic),74.6
3413-BMNZE,1,Bank transfer (automatic),45.25
3413-CSSTH,41,Bank transfer (automatic),55.7
3413-DHLPB,60,Bank transfer (automatic),103.75
3415-TAILE,2,Mailed check,65.7
3417-TSCIC,29,Mailed check,24.85
3419-SNJJD,65,Bank transfer (automatic),105.25
3420-YJLQT,2,Electronic check,79.55
3420-ZDBMA,5,Mailed check,71.45
3422-GALYP,2,Electronic check,79.45
3422-LYEPQ,1,Electronic check,71
3422-WJOYD,28,Mailed check,54.35
3423-HHXAO,14,Mailed check,19.5
3424-NMNBO,58,Electronic check,108.85
3426-NIYYL,15,Electronic check,51.55
3427-GGZZI,19,Electronic check,89.1
3428-MMGUB,60,Electronic check,89.55
3428-XZMAZ,1,Electronic check,69.35
3429-IFLEM,71,Credit card (automatic),77.35
3439-GVUSX,1,Mailed check,24.4
3440-JPSCL,6,Mailed check,99.95
3441-CGZJH,43,Credit card (automatic),60.4
3442-ZHHCC,68,Credit card (automatic),76.9
3445-HXXGF,58,Electronic check,45.3
3446-QDSZF,4,Credit card (automatic),55.5
3450-WXOAT,46,Credit card (automatic),45.2
3451-VAWLI,35,Credit card (automatic),19.7
3452-ABWRL,47,Credit card (automatic),86.05
3452-FLHYD,25,Bank transfer (automatic),20.95
3452-GWUIN,19,Electronic check,94.95
3452-SRFEG,49,Bank transfer (automatic),74.6
3453-RTHJQ,6,Electronic check,69.1
3454-JFUBC,68,Credit card (automatic),20
3457-PQBYH,58,Credit card (automatic),20.3
3458-IDMFK,25,Mailed check,20.75
3460-TJBWI,24,Mailed check,24.2
3462-BJQQA,6,Electronic check,89.75
3466-BYAVD,15,Mailed check,69.5
3466-RITXD,26,Credit card (automatic),92.4
3466-WAESX,16,Electronic check,69.1
3468-DRVQJ,10,Electronic check,70.3
3470-BTGQO,21,Mailed check,45.65
3470-OBUET,67,Credit card (automatic),74
3472-OAOOR,19,Mailed check,34.95
3472-QPRCH,40,Credit card (automatic),25.25
3473-XIIIT,16,Electronic check,100
3474-BAFSJ,57,Bank transfer (automatic),57.5
3481-JHUZH,41,Electronic check,80.25
3482-ABPKK,28,Mailed check,54.3
3486-HOOGQ,70,Bank transfer (automatic),79.7
3486-KHMLI,21,Mailed check,24.7
3486-NPGST,36,Mailed check,19.55
3487-EARAT,70,Credit card (automatic),74.1
3488-PGMQJ,8,Electronic check,74.5
3489-HHPFY,2,Electronic check,84.05
3489-VSFRD,56,Credit card (automatic),60.25
3494-JCHRQ,1,Electronic check,70.05
3496-LFSZU,4,Electronic check,70.5
3498-LZGQZ,63,Mailed check,19.15
3500-NSDOA,68,Credit card (automatic),70.8
3500-RMZLT,15,Mailed check,96.3
3503-TYDAY,43,Electronic check,80.45
3506-LCJDC,1,Bank transfer (automatic),19.95
3506-OVLKD,35,Bank transfer (automatic),26.2
3507-GASNP,60,Mailed check,19.95
3508-CFVZL,71,Mailed check,111.3
3508-VLHCZ,71,Credit card (automatic),90.55
3509-GWQGF,24,Credit card (automatic),70
3511-APPBJ,23,Credit card (automatic),99.95
3511-BFTJW,72,Credit card (automatic),38.5
3512-IZIKN,70,Credit card (automatic),65.3
3518-FSTWG,72,Bank transfer (automatic),109.55
3518-PZXZQ,1,Mailed check,55.3
3519-ZKXGG,3,Electronic check,75.85
3520-FJGCV,72,Credit card (automatic),112.6
3521-HTQTV,34,Bank transfer (automatic),26.1
3521-MNKLV,24,Mailed check,49.7
3521-SYVOR,37,Electronic check,64.75
3522-CDKHF,32,Bank transfer (automatic),75.5
3523-BRGUW,26,Credit card (automatic),19.3
3523-QRQLL,22,Bank transfer (automatic),69.5
3524-WQDSG,43,Bank transfer (automatic),99.3
3525-DVKFN,17,Mailed check,19.4
3528-HFRIQ,71,Bank transfer (automatic),52.3
3530-CRZSB,7,Mailed check,20.65
3530-VWVGU,22,Mailed check,19.9
3533-UVMOM,68,Bank transfer (automatic),70.95
3536-IQCTX,32,Electronic check,85.3
3537-HPKQT,55,Credit card (automatic),77.75
3537-RYBHH,47,Credit card (automatic),67.45
3538-WZPHD,3,Electronic check,29.6
3540-RZJYU,15,Electronic check,86.2
3541-ZNUHK,55,Electronic check,85.1
3544-FBCAS,72,Credit card (automatic),83.6
3545-CNWRG,49,Electronic check,98.35
3546-GHEAE,7,Mailed check,19.45
3547-LQRIK,47,Electronic check,26.9
3549-ZTMNH,12,Bank transfer (automatic),24
3550-SAHFP,33,Electronic check,83.35
3551-GAEGL,34,Bank transfer (automatic),30.4
3551-HUAZH,1,Electronic check,74.4
3552-CTCYF,63,Bank transfer (automatic),104.8
3556-BVQGL,20,Mailed check,20
3557-HTYWR,47,Mailed check,74.05
3563-SVYLG,68,Credit card (automatic),62.65
3565-UNOCC,29,Bank transfer (automatic),99.05
3566-CAAYU,64,Electronic check,49.85
3566-HJGPK,1,Mailed check,45.55
3566-VVORZ,12,Bank transfer (automatic),45.9
3567-PQTSO,53,Electronic check,105.25
3569-EDBPQ,24,Electronic check,84.35
3569-JFODW,72,Credit card (automatic),90.95
3569-VLDHH,66,Electronic check,75.1
3570-YUEKJ,42,Electronic check,49.55
3571-DPYUH,58,Credit card (automatic),94.7
3571-RFHAR,65,Electronic check,109.15
3572-UOLYZ,46,Bank transfer (automatic),84.8
3572-UUHRS,45,Bank transfer (automatic),18.85
3577-AMVUX,1,Mailed check,55.05
3580-GICBM,61,Mailed check,24.2
3580-HYCSP,72,Bank transfer (automatic),110.3
3580-REOAC,10,Credit card (automatic),44.85
3583-EKAPL,1,Electronic check,55
3583-KRKMD,18,Bank transfer (automatic),75.9
3584-WKTTW,51,Electronic check,111.55
3585-ISXZP,8,Bank transfer (automatic),95.65
3585-YNADK,57,Bank transfer (automatic),74.6
3587-PMCOY,10,Electronic check,98.9
3588-WSTTJ,35,Electronic check,99.05
3589-PPVKW,9,Mailed check,44.4
3590-TCXTB,1,Mailed check,20.35
3594-BDSOA,24,Credit card (automatic),20.4
3594-IVHJZ,2,Mailed check,20.45
3594-KADLU,3,Mailed check,35.1
3594-UVONA,35,Credit card (automatic),85.95
3597-MVHJT,27,Bank transfer (automatic),95.6
3597-YASZG,70,Bank transfer (automatic),104.45
3604-WLABM,10,Electronic check,54.25
3605-JISKB,55,Credit card (automatic),60
3606-SBKRY,31,Electronic check,50.05
3606-TWKGI,13,Electronic check,106.9
3612-YUNGG,64,Credit card (automatic),109.2
3612-YVGSJ,71,Credit card (automatic),24.45
3617-XLSGQ,66,Bank transfer (automatic),109.25
3620-EHIMZ,52,Mailed check,19.35
3620-MWJNE,2,Mailed check,54.45
3621-CEOVK,14,Electronic check,100.2
3621-CHYVB,57,Bank transfer (automatic),49.9
3623-FQBOX,21,Mailed check,19.95
3627-FCRDW,9,Electronic check,71
3627-FHKBK,1,Mailed check,75.3
3629-WEAAM,8,Mailed check,64.1
3629-ZNKXA,17,Electronic check,101.8
3633-CDBUW,17,Electronic check,80.85
3635-JBPSG,15,Mailed check,38.8
3635-QQRQD,62,Credit card (automatic),20.05
3638-DIMPH,13,Electronic check,43.8
3638-VBZTA,68,Bank transfer (automatic),86.5
3638-WEABW,58,Credit card (automatic),59.9
3639-XJHKQ,19,Electronic check,60.6
3640-JQGJG,13,Bank transfer (automatic),44.8
3640-PHQXK,31,Electronic check,89.9
3642-BYHDO,71,Bank transfer (automatic),19.9
3642-GKTCT,61,Mailed check,115.1
3643-AHCFP,7,Bank transfer (automatic),95.6
3644-QXEHN,13,Electronic check,97
3645-DEYGF,1,Mailed check,20.75
3646-ITDGM,56,Bank transfer (automatic),19.7
3647-GMGDH,22,Credit card (automatic),94.7
3648-GZPHF,32,Mailed check,36.25
3649-JPUGY,72,Bank transfer (automatic),88.6
3653-NCRDJ,43,Mailed check,19.2
3654-ARMGP,61,Credit card (automatic),88.65
3655-SNQYZ,69,Credit card (automatic),113.25
3656-TKRVZ,3,Electronic check,55.35
3657-COGMW,52,Credit card (automatic),108.1
3658-KIBGF,1,Electronic check,54.9
3658-QQJYD,62,Credit card (automatic),74.3
3662-FXJFO,54,Mailed check,20.5
3663-MITLP,15,Electronic check,101.25
3665-JATSN,19,Electronic check,39.7
3668-QPYBK,2,Mailed check,53.85
3669-LVWZB,5,Mailed check,51
3669-OYSJI,1,Credit card (automatic),46.2
3669-WHAFY,71,Credit card (automatic),115.15
3671-SHRSP,4,Mailed check,80.6
3672-YITQD,36,Electronic check,84.1
3675-EQOZA,5,Bank transfer (automatic),20.65
3675-YDUPJ,10,Mailed check,19.85
3677-IYRBF,2,Electronic check,30.4
3677-TNKIO,14,Credit card (automatic),71
3678-MNGZX,68,Bank transfer (automatic),19.95
3679-XASPY,1,Electronic check,19.45
3680-CTHUH,60,Credit card (automatic),116.6
3682-YEUWS,10,Mailed check,24.4
3683-QKIUE,6,Bank transfer (automatic),50.8
3685-YLCMQ,58,Electronic check,104.65
3688-FTHLT,16,Bank transfer (automatic),63.05
3689-MOZGR,29,Electronic check,31.2
3692-JHONH,52,Electronic check,106.5
3694-DELSO,4,Credit card (automatic),38.55
3694-GLTJM,5,Credit card (automatic),19.65
3696-DFHHB,68,Bank transfer (automatic),25.5
3696-XRIEN,50,Credit card (automatic),82.5
3701-SFMUH,7,Credit card (automatic),69.7
3703-KBKZP,16,Bank transfer (automatic),74.45
3703-TTEPD,21,Bank transfer (automatic),65.35
3703-VAVCL,2,Credit card (automatic),90
3704-IEAXF,72,Credit card (automatic),53.65
3705-PSNGL,45,Electronic check,20.4
3705-RHRFR,69,Bank transfer (automatic),99.15
3707-GNWHM,1,Mailed check,74.25
3707-LRWZD,32,Electronic check,84.05
3709-OIJEA,26,Electronic check,85.2
3712-PKXZA,61,Credit card (automatic),20.55
3714-JTVOV,42,Credit card (automatic),74.15
3714-NTNFO,49,Electronic check,84.5
3714-XPXBW,37,Credit card (automatic),78.9
3716-BDVDB,1,Electronic check,69.1
3716-LRGXK,60,Credit card (automatic),101.15
3716-UVSPD,1,Electronic check,49.3
3717-FDJFU,5,Mailed check,20.45
3717-LNXKW,38,Bank transfer (automatic),91.7
3717-OEAUQ,2,Mailed check,70.7
3717-OFRTN,1,Bank transfer (automatic),19.75
3719-TDVQB,54,Mailed check,18.95
3720-DBRWL,51,Credit card (automatic),83.85
3721-CNEYS,2,Electronic check,70.95
3721-CNZHX,15,Mailed check,19.8
3721-WKIIL,27,Mailed check,19.6
3722-WPXTK,1,Electronic check,88.35
3723-BFBGR,24,Credit card (automatic),54.8
3724-BSCVH,10,Mailed check,20.45
3724-UCSHY,6,Mailed check,19.55
